Date,Temperature (¡æ),Humidity (%),Rainfall (mm),Wind Speed (km/h),Soil Type,Soil Moisture (%)
2018/3/11,15.99,53.37,18.31,14.7,Sandy,27.66
2018/3/12,15.51,59.31,19.7,12.28,Sandy,31.28
2018/3/13,22.32,55.87,1.33,16.12,Sandy,27.24
2018/3/14,29.6,32.93,4.22,14.55,Clay,30.8
2018/3/15,34.84,77.97,0.14,10.35,Sandy,43.64
2018/3/16,25.5,84.39,11.89,16.03,Loam,31.88
2018/3/17,28.97,38.78,5.54,18.82,Clay,30.34
2018/3/18,21.72,61.02,18.28,18.03,Loam,39.07
2018/3/19,24.35,36.69,15.15,6.34,Loam,26.81
2018/3/20,34.56,81.64,17.92,14.3,Loam,31.79
2018/3/21,22.01,70.22,0.13,6.11,Sandy,26.37
2018/3/22,20.24,58.82,5.37,6.43,Sandy,40.25
2018/3/23,31.14,61.87,3.08,9.58,Loam,40.75
2018/3/24,31.32,89.81,15.98,14.88,Clay,26.56
2018/3/25,32.07,88.36,1.3,7.99,Loam,36.56
2018/3/26,16.06,46.4,11.12,17.36,Clay,28.76
2018/3/27,24.21,67.66,13.18,12.18,Sandy,42.14
2018/3/28,30.74,61.9,0.11,8.79,Clay,28.99
2018/3/29,31.1,78.81,8.62,9.18,Sandy,36.11
2018/3/30,15.09,80.75,0.75,5.5,Sandy,36.56
2018/3/31,25.52,65.28,9.79,13.89,Loam,33.86
2018/4/1,18.94,78.6,16.52,17.88,Loam,31.35
2018/4/2,34.13,84.67,2.67,14.66,Clay,33.11
2018/4/3,22.94,89.15,7.52,7.42,Sandy,42.62
2018/4/4,25.54,48.67,7.07,14.75,Loam,32.73
2018/4/5,18.57,41.64,18.56,6.18,Clay,30.17
2018/4/6,24.48,73.46,0.95,18.06,Loam,33.36
2018/4/7,17.32,87.13,8.92,11.62,Sandy,30.34
2018/4/8,18.36,76.44,15.58,10.11,Loam,26.15
2018/4/9,17.59,51.61,4.64,9.78,Loam,26.46
2018/4/10,32.25,51.67,14.98,15.93,Sandy,32.26
2018/4/11,34.37,32.4,3.53,7.61,Sandy,31.21
2018/4/12,28.27,48.42,6.47,8.52,Sandy,43.06
2018/4/13,28.61,51.56,17.13,9.33,Loam,34
2018/4/14,15.78,65.1,3.77,11.08,Sandy,26.08
2018/4/15,25.94,82.92,8.69,13.45,Clay,26.77
2018/4/16,23.09,40.93,14.67,18.43,Loam,26.12
2018/4/17,22.23,76.79,13.6,11.04,Clay,42.62
2018/4/18,30.84,89.72,8.95,5.82,Clay,25.83
2018/4/19,16.67,49.17,16.39,11.48,Sandy,37.06
2018/4/20,31.35,67.99,9.2,8.17,Clay,38.94
2018/4/21,17.11,39.55,2.68,15.96,Loam,36.8
2018/4/22,33.86,37.25,9.09,5.08,Loam,30.67
2018/4/23,15.72,39.42,6.08,3.33,Clay,36.87
2018/4/24,17.79,38.7,14.49,15.45,Sandy,43.94
2018/4/25,27.58,83.1,11.62,15.79,Loam,40.68
2018/4/26,30.8,64.99,12.89,6.93,Clay,39.49
2018/4/27,33.16,69.07,9.13,18.34,Loam,43.61
2018/4/28,20.28,80.88,16.81,6.23,Sandy,36.57
2018/4/29,24.94,30.15,7.84,14.1,Clay,31.13
2018/4/30,32.28,67.13,0.43,5.02,Sandy,29.54
2018/5/1,32.7,82.27,17.92,9.4,Sandy,30.02
2018/5/2,25.17,64.29,7.37,8.29,Loam,40.91
2018/5/3,16.3,82.11,9.27,8.41,Loam,26.2
2018/5/4,32.98,56.02,3.98,10.6,Sandy,25.68
2018/5/5,31.91,44.4,11.79,17.37,Loam,35.85
2018/5/6,29.52,30.75,5.93,11.6,Loam,36.89
2018/5/7,25.65,79.96,2.72,18.17,Sandy,41.05
2018/5/8,16.04,50.06,7.62,3.19,Loam,33.65
2018/5/9,27.85,60.25,12.33,3.76,Clay,40.42
2018/5/10,29.24,83.24,18.14,3.78,Sandy,34.88
2018/5/11,30.91,72.56,17.75,5.39,Clay,25.17
2018/5/12,20.04,42.61,19.32,15.4,Clay,39.16
2018/5/13,25,73.9,3.32,7.1,Loam,33.65
2018/5/14,27.17,72.42,10.55,19.47,Loam,35.95
2018/5/15,32.54,74.59,14.1,15.38,Sandy,44.8
2018/5/16,18.69,33.44,7.33,7.37,Sandy,31.21
2018/5/17,28.15,70.33,18.01,18.76,Loam,26.78
2018/5/18,32.45,60.56,14.95,17.04,Clay,41.75
2018/5/19,22,52.97,2.11,17.1,Loam,35.06
2018/5/20,25.77,65.1,0.38,19.25,Sandy,27.89
2018/5/21,21.18,78.85,6.16,14.85,Loam,28.66
2018/5/22,22.58,48.82,19.18,4.62,Sandy,32.53
2018/5/23,31.57,45.61,7.07,19.6,Clay,31.84
2018/5/24,32.86,75.77,2.83,17.34,Clay,26.57
2018/5/25,25.15,76.5,8.31,6.17,Loam,43.15
2018/5/26,21.12,40.14,3.81,4.81,Loam,32.9
2018/5/27,28.61,73.02,18.91,3.21,Clay,43.96
2018/5/28,21.38,61.93,5,13.65,Sandy,40.83
2018/5/29,18.52,37.31,2.71,4.43,Loam,27.78
2018/5/30,26.37,55.03,6.73,17.83,Clay,42.24
2018/5/31,16.65,35.61,6.18,4.21,Loam,39.14
2018/6/1,23.68,79.01,5.26,18.5,Loam,41.52
2018/6/2,17.9,51.87,17.53,16.54,Sandy,38.81
2018/6/3,19.19,57.98,12.66,11.35,Sandy,29.22
2018/6/4,34.02,79.04,19.85,17.06,Sandy,41.19
2018/6/5,17.87,74.76,8.2,11.08,Loam,33.41
2018/6/6,20.53,39.3,9.62,19.9,Loam,35.45
2018/6/7,24.66,48.26,8.17,17.03,Loam,44.33
2018/6/8,17.77,47.83,11.38,14.09,Sandy,34.34
2018/6/9,33.41,43.6,13.11,14.75,Loam,37.96
2018/6/10,15.46,30.89,17.97,6.51,Sandy,37.22
2018/6/11,20.23,46,13.91,3.44,Loam,37.57
2018/6/12,23.14,43.13,2.51,18.63,Sandy,34.59
2018/6/13,22.67,45.25,15.59,17.84,Loam,44.16
2018/6/14,20.73,78.63,18.99,3.75,Clay,42.41
2018/6/15,28.52,39.87,19.63,4.42,Loam,28.21
2018/6/16,29.3,86.68,6.99,11.33,Clay,39.66
2018/6/17,23.8,65.39,9.53,14.35,Sandy,37.01
2018/6/18,16.09,78.64,19.62,8.71,Clay,30.94
2018/6/19,18.74,77.29,1.03,13.36,Sandy,25.07
2018/6/20,18.43,62.79,12.26,13.22,Sandy,35.91
2018/6/21,25.87,50.73,6.15,13.78,Clay,26.42
2018/6/22,19.6,61.74,7.89,7.35,Sandy,44.23
2018/6/23,20.23,60.77,7.84,11.83,Clay,39.45
2018/6/24,17.23,63.06,17.96,10.12,Loam,30.01
2018/6/25,26.92,85.37,2.36,10.71,Sandy,42.52
2018/6/26,23.2,86.81,5.28,12.35,Sandy,43.1
2018/6/27,15.12,86.28,12.04,3.86,Sandy,43.85
2018/6/28,20.64,49.97,18.91,13.47,Loam,41.47
2018/6/29,24.54,31.51,1.22,6.58,Loam,31.42
2018/6/30,21.99,48.57,17.27,3.74,Sandy,41.28
2018/7/1,21.56,77.88,19.63,5.57,Loam,40.88
2018/7/2,28.31,71.37,11.11,3.91,Sandy,28.94
2018/7/3,30.95,75.6,12.57,5.08,Clay,28.97
2018/7/4,29.28,66.55,0.91,6,Sandy,26.79
2018/7/5,28.55,64.19,19.87,14.81,Sandy,32.75
2018/7/6,16.96,35.4,13.99,17.98,Sandy,36.91
2018/7/7,19.56,73.33,1.23,6.81,Clay,26.61
2018/7/8,19.69,78.41,7.2,7.51,Clay,38.77
2018/7/9,30.85,48.11,3.59,11.26,Sandy,34.73
2018/7/10,31.51,63.73,7.68,8.71,Clay,36.52
2018/7/11,33.75,39.69,20,11.02,Sandy,41.74
2018/7/12,20.25,56.63,6.15,8.55,Loam,34.29
2018/7/13,23.45,40.73,12.89,12.41,Sandy,34.44
2018/7/14,32.62,86.95,18.66,11.09,Sandy,32.84
2018/7/15,21.96,30.86,8.17,3.37,Loam,42.15
2018/7/16,34.17,75.16,10.76,18,Clay,29
2018/7/17,24.67,52.11,3.41,14.84,Loam,40.79
2018/7/18,17.33,81.63,12.73,3.8,Clay,39.58
2018/7/19,25.48,86.78,15.2,3.71,Sandy,29.97
2018/7/20,15.84,72.15,18.25,17.12,Clay,26.72
2018/7/21,31.68,89.43,19.01,18.69,Loam,27.75
2018/7/22,30.38,76,2.07,6.1,Sandy,30.46
2018/7/23,30.84,79.12,10.19,12.57,Clay,27.5
2018/7/24,32.7,47.12,9.77,12.58,Clay,28.76
2018/7/25,27.84,32.69,12.11,6.39,Sandy,41.48
2018/7/26,28.73,70.45,11.3,8.63,Sandy,25.86
2018/7/27,34.6,32.64,11.28,6.74,Loam,35.93
2018/7/28,21.76,77.47,15.27,10.41,Clay,29.38
2018/7/29,33,58.16,15.88,5.55,Sandy,41.96
2018/7/30,19.18,49.24,6.69,14.58,Loam,42.89
2018/7/31,16.4,42.31,1.15,8.43,Sandy,25.03
2018/8/1,22.32,41.66,18.97,17.85,Loam,27.73
2018/8/2,34.47,76.69,3.36,18.31,Loam,32.17
2018/8/3,27.12,54.85,7.14,19.24,Sandy,32.85
2018/8/4,27.55,47.26,18.17,11.96,Sandy,31.7
2018/8/5,33.28,40.19,3.74,6.25,Sandy,35.6
2018/8/6,16.18,78.13,11.09,13.48,Loam,36.57
2018/8/7,26.33,82.69,12.58,4.65,Sandy,29.35
2018/8/8,27.62,63.12,18.32,3.91,Loam,38.45
2018/8/9,32.16,61.19,7.81,18.72,Clay,29.16
2018/8/10,22.64,86.87,10.34,7.89,Sandy,33.61
2018/8/11,25.9,73.28,5.3,4.39,Clay,43.56
2018/8/12,34.57,44.08,0.35,19.75,Sandy,31.96
2018/8/13,31,65.07,8.25,17.75,Clay,33.99
2018/8/14,26.59,65.6,4.11,8.42,Clay,26.15
2018/8/15,28.24,44.67,0.32,19.07,Clay,27.81
2018/8/16,30.96,76.66,2.35,5.18,Clay,43.63
2018/8/17,23.27,88.31,16.31,19.64,Clay,42.43
2018/8/18,17.22,70.54,8.46,10.69,Loam,35.27
2018/8/19,19.38,57.59,9.36,11.08,Sandy,38.55
2018/8/20,16.8,65.99,14.83,9.87,Sandy,32.1
2018/8/21,18.76,53.42,13.79,18.86,Sandy,31.03
2018/8/22,20.29,80.5,4.89,7.9,Loam,40.67
2018/8/23,17.26,68.94,18.34,17.12,Sandy,36.17
2018/8/24,15.11,89.01,13.09,16.1,Sandy,43.21
2018/8/25,31.64,45.22,9.7,12.83,Clay,26.82
2018/8/26,25.5,80.08,11.33,8.62,Sandy,25.28
2018/8/27,21.07,88.66,19.14,16.98,Clay,34.95
2018/8/28,33.87,42.71,1.75,15.84,Sandy,41.94
2018/8/29,18.35,69.01,6.35,13.64,Sandy,28.24
2018/8/30,20.43,58.81,19.36,7.41,Clay,30.73
2018/8/31,21.79,73.45,1.75,14.34,Clay,42.22
2018/9/1,31.18,72.7,5.07,19.77,Sandy,39.74
2018/9/2,33.64,65.94,14.09,15.17,Sandy,29.45
2018/9/3,30.58,81.01,14.98,7.24,Loam,35.82
2018/9/4,15.57,86.56,17.84,18.81,Sandy,40.59
2018/9/5,22.08,88.94,15.52,3.09,Loam,44.03
2018/9/6,16.24,37.26,14.73,5.81,Loam,44.45
2018/9/7,22.35,80.12,5.86,19.04,Clay,43.79
2018/9/8,27.85,77.55,11.69,13,Loam,38.24
2018/9/9,28.71,81.98,19.76,19.55,Clay,42.81
2018/9/10,30.11,79.62,4.39,10.25,Clay,32.48
2018/9/11,16.03,79.77,7.1,9.09,Clay,37.6
2018/9/12,26.57,37.3,15.94,8.44,Loam,30.47
2018/9/13,30.18,66.63,6.34,13.34,Loam,28.8
2018/9/14,25.58,76.96,10.38,7.42,Loam,30.03
2018/9/15,19.91,53.33,3.57,17.97,Loam,28.13
2018/9/16,22.31,35.1,7.33,9.97,Sandy,37.43
2018/9/17,32.75,35.03,7.64,14.4,Sandy,38.47
2018/9/18,16.32,84.52,19.48,6.06,Sandy,41.35
2018/9/19,25.56,50.63,5.14,8.09,Loam,43.33
2018/9/20,26.8,41.11,18.67,8.16,Loam,25.2
2018/9/21,33.31,83.38,7.47,18.63,Loam,39.6
2018/9/22,24.59,86.67,9.47,13.7,Loam,36.17
2018/9/23,15.9,67.53,2.73,18.43,Clay,43.67
2018/9/24,32.37,61.89,3.23,4.5,Clay,30.26
2018/9/25,32.01,68.86,2.3,15.55,Loam,30.56
2018/9/26,18.6,34.06,17.93,11.33,Clay,26.31
2018/9/27,20.44,61.59,12.18,7.62,Clay,41.09
2018/9/28,26.49,58.76,5.68,12.59,Sandy,34.39
2018/9/29,20.99,54.71,13.49,4.45,Loam,25.81
2018/9/30,28.64,76.2,4.71,5.68,Loam,27.08
2018/10/1,31.95,32.35,13.57,19.18,Clay,41.46
2018/10/2,21.3,39.67,0.38,4.01,Loam,33.68
2018/10/3,29.96,65.46,10.17,11.5,Sandy,28.44
2018/10/4,16.28,81.65,18.01,14.24,Clay,39.23
2018/10/5,34.52,58.55,13.46,5.51,Clay,41.94
2018/10/6,17.14,64.34,3.51,11.75,Clay,29.01
2018/10/7,29.11,45.24,3.9,11.38,Loam,26.91
2018/10/8,25.83,45.7,16,15.87,Clay,26.25
2018/10/9,22.83,88.61,18.62,12.08,Loam,28.65
2018/10/10,31.62,53.08,11.16,18.57,Sandy,27.79
2018/10/11,22.56,55.81,7.57,3.51,Loam,26.12
2018/10/12,32.64,84.68,9.29,14.54,Sandy,41.93
2018/10/13,33.86,46.84,5.41,15.02,Clay,43.33
2018/10/14,18.91,87.83,17.06,13.69,Clay,44.85
2018/10/15,22.42,38.31,5.96,4.82,Clay,31.18
2018/10/16,16.58,68.9,18.27,16.3,Sandy,40.36
2018/10/17,19.89,61.49,14.31,13.93,Loam,32.63
2018/10/18,28.09,71.81,19.3,7.94,Clay,27.26
2018/10/19,18,81.38,4.14,7.88,Clay,38.53
2018/10/20,24.55,64.14,8.24,4.03,Sandy,37.63
2018/10/21,23.67,43.35,14.92,3.1,Clay,29.46
2018/10/22,28.15,37.16,12.76,12.46,Sandy,34.39
2018/10/23,19.31,32.92,0.05,8.58,Sandy,26.96
2018/10/24,30.67,88.05,3.33,12.21,Clay,33.72
2018/10/25,24.83,78.39,14.98,14.89,Clay,25.83
2018/10/26,25.06,46.72,4.68,19.97,Clay,35.81
2018/10/27,24.72,45.94,3.84,14.18,Sandy,25.31
2018/10/28,21.34,53.54,2.93,10.46,Loam,30.34
2018/10/29,25.7,60.61,11.21,16.9,Loam,38.94
2018/10/30,29.52,30.33,1.94,13.99,Clay,28.14
2018/10/31,30.69,32.95,13.01,17.51,Loam,40.65
2018/11/1,34.29,38.44,16.61,16.67,Sandy,38.04
2018/11/2,23.82,57.44,9.15,11.7,Loam,40.19
2018/11/3,31.58,39.68,14.2,12.01,Clay,32.47
2018/11/4,32.88,46.07,10.85,4.84,Sandy,40.32
2018/11/5,23.7,82.04,6.35,19.28,Sandy,39.96
2018/11/6,24.03,35.55,7.88,3.2,Clay,30.14
2018/11/7,20.07,61.97,17.32,16.92,Sandy,40.09
2018/11/8,24.37,47.77,10.61,17.98,Clay,27.86
2018/11/9,30.85,40.21,0.84,3.65,Sandy,36.22
2018/11/10,17.95,70.55,11.6,8.85,Loam,28.09
2018/11/11,15.66,74.56,5.66,12.38,Sandy,40.59
2018/11/12,31.51,30.15,4.41,10.03,Sandy,39.56
2018/11/13,23.41,34.15,5.46,8.37,Sandy,27.42
2018/11/14,17.98,40.46,14.07,3.34,Clay,29.59
2018/11/15,25.24,81.79,6.67,11.67,Sandy,42.13
2018/11/16,34.56,34.59,11.05,9.95,Loam,33.92
2018/11/17,25.33,67.33,4.93,3.49,Sandy,36.87
2018/11/18,16.28,56.49,13.7,12.14,Sandy,37.04
2018/11/19,32.4,57.33,7.46,16.25,Loam,35.2
2018/11/20,31.97,33.77,1.73,12.01,Clay,27.91
2018/11/21,32.38,56.71,12.02,10.72,Clay,36.43
2018/11/22,32.82,49.48,19.28,13.22,Loam,42.02
2018/11/23,16.91,72.08,12.96,11.95,Sandy,34.9
2018/11/24,26.08,61.62,8.46,9.17,Sandy,44.79
2018/11/25,28.21,85.89,8.22,18.75,Clay,27.02
2018/11/26,34.99,73.38,13.75,14.21,Sandy,44.83
2018/11/27,25,40.71,14.96,3.09,Loam,39.76
2018/11/28,23.22,44.05,4.19,13.46,Clay,42.4
2018/11/29,21.03,49.81,5.38,10.54,Clay,26.54
2018/11/30,16.38,87.64,16.74,3.67,Sandy,39.45
2018/12/1,16.21,63.76,18.16,16.37,Loam,25.22
2018/12/2,33.29,54.93,7.35,17.44,Loam,42.55
2018/12/3,18.65,49.66,10.34,18.73,Clay,43.56
2018/12/4,34,67.58,18.91,11.52,Sandy,30.82
2018/12/5,19.79,38.7,11.36,17.46,Clay,31.34
2018/12/6,33.25,39.91,18.07,7.8,Loam,27.81
2018/12/7,24.62,85.01,14.2,12.33,Clay,44.73
2018/12/8,17.6,33.81,14.05,5.14,Sandy,42.94
2018/12/9,17.78,38.1,18.49,5.55,Clay,40.64
2018/12/10,19.35,82.77,18.03,12.52,Clay,36.46
2018/12/11,23.83,34.45,19.37,4.38,Sandy,28.64
2018/12/12,19.74,85.49,9.11,13.63,Clay,25.29
2018/12/13,20.67,34.49,2.61,15.11,Sandy,27.23
2018/12/14,33.95,38.59,1.83,9.77,Sandy,37.99
2018/12/15,23.91,57.23,4.64,13.69,Clay,39.7
2018/12/16,30.88,83.12,10.49,9.05,Loam,42.56
2018/12/17,20.86,48.8,17.08,7.24,Clay,39.21
2018/12/18,24.3,45.03,18.25,17.3,Sandy,40.87
2018/12/19,34.86,79.62,2.14,9.72,Loam,40.4
2018/12/20,22.56,89.6,14.74,8.77,Sandy,38.81
2018/12/21,34.94,54.16,0.27,18.11,Loam,26.8
2018/12/22,17.22,50.67,3.04,6.18,Sandy,35.51
2018/12/23,25.45,42.42,5.18,8,Loam,40.2
2018/12/24,30.11,37.94,15.54,9.94,Sandy,43.59
2018/12/25,27.35,41.1,9.65,18.86,Loam,32.76
2018/12/26,32.38,56.93,12.45,4.14,Loam,26.64
2018/12/27,21.94,37.98,15.3,9.63,Sandy,42.64
2018/12/28,16.87,47.73,10.52,13.3,Clay,31.43
2018/12/29,27.65,81.53,12.17,12.21,Clay,42.22
2018/12/30,34.44,82.36,10.21,19.59,Loam,35.05
2018/12/31,28.83,50.82,3.58,9.28,Loam,35.49
2019/1/1,25.94,37.24,10.76,13.79,Sandy,27.11
2019/1/2,20.16,33.27,1.02,14.81,Loam,40.74
2019/1/3,17.65,46.44,6.95,17.5,Loam,31.45
2019/1/4,20.48,37.82,9.51,16.76,Loam,29.57
2019/1/5,33.11,88.38,1.32,14.85,Loam,30.11
2019/1/6,32.95,42.36,5.36,15.55,Clay,27.74
2019/1/7,20.81,57.29,9.98,18.72,Clay,42.38
2019/1/8,21.86,84.57,18.01,3.05,Sandy,37.76
2019/1/9,17.63,65.96,11.42,9.21,Loam,33.92
2019/1/10,19.77,40.22,3.9,19.73,Loam,30.09
2019/1/11,26.21,69.44,9.46,3.09,Loam,40.69
2019/1/12,25.03,57.73,12.47,11.76,Clay,38.6
2019/1/13,27.64,67.82,16.82,14.97,Loam,33.42
2019/1/14,26.42,61.36,3.03,8.33,Sandy,25.97
2019/1/15,15.74,76.93,19.34,15.44,Sandy,41.52
2019/1/16,20.27,55.8,16.81,13.82,Clay,32.54
2019/1/17,23.9,80.54,3.31,10.88,Clay,32.81
2019/1/18,20.1,41.5,16.22,9.01,Clay,42.31
2019/1/19,26.5,73.82,2.24,12.6,Sandy,37.77
2019/1/20,25.34,59.11,16.11,18.97,Clay,43.4
2019/1/21,24.5,83.29,12.34,17.74,Clay,38.97
2019/1/22,26.73,88.06,16.72,5.75,Clay,34.75
2019/1/23,25.73,84.11,0.73,3.88,Clay,38.23
2019/1/24,29.55,37.73,12.27,16.4,Clay,27.49
2019/1/25,17.32,75.43,16.88,13.7,Sandy,28.07
2019/1/26,27.03,68.73,8.37,8.78,Loam,29.57
2019/1/27,24.51,34.8,19.59,17.59,Sandy,41.04
2019/1/28,20.3,34.96,11.69,3.17,Sandy,40.38
2019/1/29,34.16,36.4,3.22,19.01,Loam,36.4
2019/1/30,27.66,52.15,14.71,5.63,Sandy,36
2019/1/31,26.62,38.61,1.02,8.69,Sandy,29.96
2019/2/1,20.31,47.73,11.96,9.72,Loam,26.45
2019/2/2,29.83,69.55,16.19,13.42,Sandy,40.26
2019/2/3,19.72,43.86,11.56,19.27,Sandy,34.5
2019/2/4,26.68,74.54,5.69,12.43,Loam,31.65
2019/2/5,21.48,38.94,15.83,13.64,Sandy,43.3
2019/2/6,34.4,66.76,9,19.01,Loam,41.52
2019/2/7,22.38,37.4,5.96,10.29,Loam,30.23
2019/2/8,18.92,34.18,15.52,12.45,Sandy,43.78
2019/2/9,29.86,78.25,5.97,8.77,Sandy,44.71
2019/2/10,15.39,45.68,11.78,8,Sandy,32.6
2019/2/11,27.23,85.32,5.34,8.17,Sandy,40.72
2019/2/12,24.29,42.58,8.32,12.36,Loam,37.6
2019/2/13,18.29,69.22,8.53,12.12,Sandy,43.24
2019/2/14,22.28,59.93,10.87,19.41,Loam,33.87
2019/2/15,26.88,89.93,9.7,9.12,Clay,44.12
2019/2/16,16.12,70.08,6.09,15.65,Loam,33.74
2019/2/17,25.28,76.5,16.98,3.29,Loam,42.4
2019/2/18,16.19,64.68,0.03,11.96,Sandy,34.38
2019/2/19,33.66,54.7,5.61,19.06,Sandy,32.86
2019/2/20,21.58,80.03,1.9,16.14,Loam,27.73
2019/2/21,29,44.12,12.86,19.09,Clay,44.21
2019/2/22,23.19,43.88,11.94,4.92,Loam,30.2
2019/2/23,29.97,37.55,8.83,10.5,Clay,25.67
2019/2/24,29.44,42.67,13.18,18.95,Sandy,36.3
2019/2/25,23.62,41.43,10.2,17.52,Loam,39.78
2019/2/26,28.31,87.29,7.78,12.8,Loam,35.67
2019/2/27,19.22,51.8,4.62,12.58,Clay,35.84
2019/2/28,20.02,36.57,12.91,14.93,Loam,44.28
2019/3/1,18.58,41.25,17.15,19.09,Sandy,33.37
2019/3/2,32.11,86.26,1.87,15.41,Loam,40.96
2019/3/3,33.93,74.08,17.03,16.92,Loam,25.35
2019/3/4,22.88,89.8,5.5,16.64,Sandy,41.75
2019/3/5,29.25,58.89,16.82,9,Sandy,38.48
2019/3/6,34.18,67.8,10.91,18.68,Clay,35.85
2019/3/7,17.25,87.44,1.09,13.2,Clay,27.83
2019/3/8,23.61,45.56,2,11.74,Sandy,43.9
2019/3/9,27.71,47.23,9.7,11.97,Loam,30.18
2019/3/10,21.93,57.63,0.34,6.78,Loam,41.24
2019/3/11,25.43,59.96,11.33,18.88,Sandy,40.47
2019/3/12,24.13,72.95,19.97,6.97,Sandy,40.23
2019/3/13,26.06,65.19,2.96,19.42,Loam,31.54
2019/3/14,30.72,75.58,15.02,14.35,Sandy,26.09
2019/3/15,24.02,46.02,8.4,6.76,Sandy,40.77
2019/3/16,24.33,33.96,7.5,6.71,Loam,34.47
2019/3/17,32.13,42.78,10.36,14.07,Loam,43.7
2019/3/18,18.56,44.06,9.14,12.27,Sandy,25.93
2019/3/19,26.5,39.23,17.87,10.36,Clay,34.01
2019/3/20,25.65,56.64,0.68,15.01,Clay,44.09
2019/3/21,24.87,58.78,13.07,13.18,Loam,43.7
2019/3/22,25.83,83.6,18.69,12.93,Sandy,35.02
2019/3/23,22.4,49.44,16.25,13.92,Clay,32.1
2019/3/24,31.1,39.02,11.65,15.73,Clay,39.24
2019/3/25,29.52,37.3,16.52,3.63,Clay,43.71
2019/3/26,21.05,42.44,16.08,19.32,Loam,39.75
2019/3/27,15.57,61.62,5.96,4.08,Sandy,28.97
2019/3/28,19.97,31.15,17.47,6.43,Loam,38.49
2019/3/29,31.44,46.78,5.85,10.31,Sandy,27.09
2019/3/30,15.96,57.15,9.84,3.05,Clay,44.84
2019/3/31,29.5,55.55,1.39,15.55,Clay,42.42
2019/4/1,16.17,35.47,6.32,11.2,Sandy,32.01
2019/4/2,21.04,36.3,17.55,14.01,Clay,39.18
2019/4/3,21.99,62.75,14.55,16.08,Loam,42
2019/4/4,32.86,56.56,6.38,16.96,Loam,29.31
2019/4/5,28.02,43.08,13.9,12.46,Sandy,28.99
2019/4/6,33.99,32.01,6.48,12.26,Clay,44.79
2019/4/7,26.08,43.55,14.69,11.76,Sandy,41.16
2019/4/8,33.83,44.84,1.24,9.77,Sandy,38.34
2019/4/9,25.67,75.19,1.35,19.47,Sandy,38.36
2019/4/10,20.07,74.15,18.54,4.29,Clay,39.13
2019/4/11,18.31,69.54,14.28,11.94,Loam,32.73
2019/4/12,25.02,49.87,13.19,5.46,Loam,42.81
2019/4/13,16.3,44.82,14.85,7.12,Loam,32.69
2019/4/14,27.4,40.09,11.58,19.46,Clay,41.8
2019/4/15,33.17,51.11,18.29,19.79,Sandy,39.98
2019/4/16,16.12,86.29,4,17.98,Sandy,44.54
2019/4/17,26.75,83.5,1.7,19.67,Loam,37.41
2019/4/18,18.03,74.34,10.12,10.02,Clay,32.13
2019/4/19,34.94,30.51,2.24,18.08,Clay,44.24
2019/4/20,32.44,72.73,8.77,5.87,Sandy,37.83
2019/4/21,16.07,64.71,17.29,3.53,Loam,37.55
2019/4/22,23.98,69.87,9.22,14.38,Clay,32.96
2019/4/23,17.14,39.47,1.73,3.33,Sandy,44.48
2019/4/24,18.49,36.54,5.28,14.09,Clay,31.19
2019/4/25,31.1,75.09,9.93,11.42,Sandy,44.55
2019/4/26,17.43,38.64,1.44,13.73,Clay,29.79
2019/4/27,26.19,82.36,16,17.84,Sandy,27.06
2019/4/28,22.87,77.04,17.02,7.81,Loam,35.83
2019/4/29,15.08,35.24,4.36,19.74,Loam,35.53
2019/4/30,27.1,74.95,7.72,5.83,Clay,29.93
2019/5/1,34.33,88.19,6.1,13.36,Sandy,43.58
2019/5/2,25.46,67.23,15.47,4.22,Loam,27.82
2019/5/3,26.57,73.02,14.6,16.06,Loam,42.8
2019/5/4,25.71,32.37,2.98,13.86,Loam,36.23
2019/5/5,30.71,52.14,2.71,16.11,Loam,36.3
2019/5/6,34.42,66.56,8.68,7.21,Sandy,43.95
2019/5/7,34.99,34.34,1.17,4.32,Loam,28.47
2019/5/8,15.27,41.97,2.21,4.61,Sandy,40.41
2019/5/9,32.83,42.94,0.4,9.27,Sandy,31.92
2019/5/10,20.71,81.1,5.19,11.65,Sandy,34.34
2019/5/11,33.63,33.35,14.76,17.45,Loam,38.72
2019/5/12,15.57,60.37,5.63,13.57,Loam,26.63
2019/5/13,33.52,54.68,2.27,17.71,Clay,35.41
2019/5/14,15.93,37.71,15.34,4.07,Sandy,39.28
2019/5/15,21.1,88.8,2.8,10.36,Sandy,34.86
2019/5/16,26.12,76.37,4.66,7.24,Loam,38.5
2019/5/17,22.99,36.37,8.02,6.87,Sandy,30.77
2019/5/18,27.64,57.73,6.69,7.82,Loam,32.66
2019/5/19,23.99,61.33,18.8,19.24,Loam,28.6
2019/5/20,27.93,62.68,7.9,14.25,Loam,26.67
2019/5/21,33.45,51.7,12.74,5.4,Loam,26.6
2019/5/22,23.13,82.47,0.2,5.35,Clay,38.93
2019/5/23,31.42,56.81,5.55,11.21,Sandy,42.38
2019/5/24,28.76,75.36,5.2,3.72,Sandy,26.27
2019/5/25,15.61,46.95,4.5,7.24,Sandy,27.67
2019/5/26,32.33,79.59,17.48,19.15,Clay,30.56
2019/5/27,23.64,67.53,14.56,19.66,Sandy,38.99
2019/5/28,18.53,49.76,1.69,4.6,Sandy,36.39
2019/5/29,32.9,35.04,2.59,13.93,Loam,35.83
2019/5/30,34.51,59.99,11.21,17.82,Sandy,38.91
